tx_count,avg_value,max_value,median_gas_price,unique_receivers,unique_senders,tx_per_day,in_tx_count,out_tx_count,in_out_ratio,self_tx_ratio,max_tx_in_1h,max_tx_in_5min,tx_time_std,zero_value_tx_ratio,high_value_tx_ratio,short_time_repeated_tx
2,0.002,0.004,2.426199685,2,2,800.0,1,1,1.0,0.0,2,2,,0.5,0.5,0.0
4,0.001,0.002,0.9492261365,2,2,2.6570716855798504,2,2,1.0,0.0,2,1,74284.19503501401,0.5,0.0,0.5
19,0.001578947894736842,0.03,0.750022814,2,3,1.0097431355181576,2,17,0.11764705882352941,0.0,2,2,153170.51591570213,0.8947368421052632,0.05263157894736842,0.8947368421052632
7,0.8059560643,3.82223045,1.949034633,3,5,8.593350383631714,5,2,2.5,0.0,5,3,28070.30884048125,0.0,0.14285714285714285,0.5714285714285714
323,1.6333316376165612,130.0,0.785127642,5,80,10.762381644345307,106,217,0.48847926267281105,0.0,15,8,31362.103502391787,0.6439628482972136,0.01238390092879257,0.9845201238390093
20,0.000828149003198428,0.007028224,17.4463268135,12,3,0.015280515512243468,4,16,0.25,0.0,3,2,12789193.766965782,0.8,0.05,0.4
131,0.1844674106137315,1.6414578265237991,20.753510886,6,3,0.11737228442818717,98,33,2.9696969696969697,0.0,2,1,1605608.2807171133,0.030534351145038167,0.015267175572519083,0.9541984732824428
32,0.0475604634375,0.75510883,8.4967431865,14,4,0.08379159894664068,4,28,0.14285714285714285,0.0,3,2,2359027.4113419955,0.78125,0.03125,0.5625
2129,2.8881358858378e-05,0.000137411632843,1.0121961745,971,1,1151.5024038461538,0,1000,0.0,0.0,33,5,76.67513892150467,0.0,0.004697040864255519,0.013621418506341005
115,0.9013848277542167,12.1,0.684689156,28,26,8.800739772328688,33,82,0.4024390243902439,0.0,22,15,26111.715367576955,0.19130434782608696,0.017391304347826087,0.7478260869565218
26258,0.3656377586952458,163.0,0.6227850445,3,1,7811.6519295925955,0,1000,0.0,0.0,57,18,377.10752028752825,0.03355167948815599,0.0003808363165511463,0.03796938076014929
25,9.796881973338288e-05,0.000552057701683132,0.726177672,3,3,0.8028295280700425,3,22,0.13636363636363635,0.0,3,3,150557.86433504705,0.44,0.04,0.88
76,0.3679106125520663,2.6059791473677065,2.7815785285,18,6,0.46952465776697777,20,56,0.35714285714285715,0.0,5,3,830430.6347379026,0.2236842105263158,0.013157894736842105,0.7631578947368421
2,0.0019537873480066875,0.003907574696013375,6.204368295,2,2,0.019259627807692616,1,1,1.0,0.0,1,1,,0.5,0.5,0.0
333,0.006304299556593237,0.141,1.189332259,44,3,3.2604216953485685,2,331,0.006042296072507553,0.0,6,3,83098.69479967235,0.3813813813813814,0.012012012012012012,0.8678678678678678
10,2.9864199267804e-05,0.00029864199267804,1.246360344,3,2,0.1997165135044423,1,9,0.1111111111111111,0.0,4,4,721545.4547123141,0.9,0.1,0.7
5894,0.0,0.0,0.972311794,1,734,681.2232121358054,1000,0,1000.0,0.0,23,12,1015.263226859221,0.16966406515100102,0.0,0.16949440108585
3,0.001050541779903608,0.003151625339710824,2.408440742,3,2,0.07217128652000748,1,2,0.5,0.0,1,1,1695613.7770140935,0.6666666666666666,0.3333333333333333,0.0
2,0.01257339,0.01259439,1.5,2,2,3.652041592695917,1,1,1.0,0.0,1,1,,0.0,0.5,0.0
2,0.013449338474575027,0.013470338474575025,2.5,2,2,2.3637557452396583,1,1,1.0,0.0,1,1,,0.0,0.5,0.0
2,0.01175224742022525,0.01176157234205175,1.0013460595,2,2,37.30569948186529,1,1,1.0,0.0,1,1,,0.0,0.5,0.0
574,0.015315335456749428,0.1,19.987399401,135,21,0.3993835556823153,138,443,0.3115124153498871,0.012195121951219513,30,6,1067869.5440278621,0.4059233449477352,0.010452961672473868,0.764808362369338
85238,0.05187819456508522,30.0,2.315615135,37,2,37151.982565530605,1,999,0.001001001001001001,0.0,272,38,543.6375132696514,0.01119219127619137,0.00011731856683638752,0.01129777798634412
54,0.0018704887908705817,0.04,10.640680392,8,5,0.1678925384116796,10,44,0.22727272727272727,0.0,7,3,1255896.4747558788,0.7037037037037037,0.018518518518518517,0.8518518518518519
2,0.00633856,0.00635956,1.9525572705,2,2,2.7006751687921984,1,1,1.0,0.0,1,1,,0.0,0.5,0.0
1,0.0111,0.0111,2.783336336,1,1,0.0,1,0,1.0,0.0,1,1,,0.0,0.0,0.0
17,0.4784999828119282,1.7,2.182843564,5,6,0.051045430433085445,7,10,0.7,0.0,3,2,5164244.484091434,0.35294117647058826,0.058823529411764705,0.7058823529411765
26606,4.742415787e-10,1.743811427e-09,0.6092071005,5,1,4110.092687950566,0,1000,0.0,0.0,23,7,616.648133934916,0.027362249116740584,0.00037585507028489815,0.03739757949334736
31,0.2044962818417185,1.1559030973845288,2.395648871,10,3,0.3528630600436336,6,25,0.24,0.0,2,2,620757.8558259695,0.3225806451612903,0.03225806451612903,0.6774193548387096
5210,0.0,0.0,4.5616025345,1,1,14.821839216708945,0,1000,0.0,0.0,68,12,68577.77004290235,0.19193857965451055,0.0,0.19174664107485603
2,0.147870678753145,0.147881178753145,0.9917621335,2,2,14400.0,1,1,1.0,0.0,2,2,,0.0,0.5,0.0
2,0.012169,0.01219,1.4366345165,2,2,3.6418816388467374,1,1,1.0,0.0,1,1,,0.0,0.5,0.0
41,0.47042534009759257,2.529864678898395,2.68980083,12,4,0.26032985697731637,10,31,0.3225806451612903,0.0,3,3,1175300.266021372,0.17073170731707318,0.024390243902439025,0.7073170731707317
1276,5.718798584531964,143.49613117450446,7.694973311,60,25,12.0713623116806,539,461,1.1691973969631237,0.0,13,5,29500.50878368187,0.29702194357366773,0.007836990595611285,0.7366771159874608
